node_id	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24
10	-0.585676262889799	0.5028702767603712	-0.9195189126917227	-1.4843100432902925	-1.0275980999648517	0.713753849393739	0.0566379121452772	0.0757782366624922	-0.18811837933603942	-0.026915204019218517	-0.06778192682274581	-0.08212365863684927	0.12124956262246167	0.1337833601083746	-0.2683900581327742	0.123825277620011	-0.13788177489205486	0.23479650519613418	0.002332850410550622	-0.20304312375805575	-0.23993037553462676	0.009252076768316611	-0.2961270705815601	-0.11511894467878302	0.3667925880596345
11	-0.34697468750736027	0.19864991777219074	-0.3673324912148131	-0.537828153311368	-0.29096915819692687	-0.4179478778957476	-0.005974472357203825	0.15342949190989205	-0.14931001483039466	0.020426968833801212	-0.026920757938909492	-0.03515688361723484	-0.08078504267391914	-0.06774147723313517	0.09509383845612521	-0.012681850057353403	0.1578167503596759	-0.14862723733024527	-0.06486577631383927	-0.0603050081317819	0.14893312577726542	-0.2507461250844422	0.37733689357612765	0.096253319486227	-0.19274810705194123
12	-0.40042314756698816	0.26467639024419304	-0.4939830637546535	-0.7549584929149449	-0.537634576153256	-0.2449088655897721	0.01267043712912209	0.09569712480213839	-0.08390579722401285	0.023023315266196342	-0.0257327202137864	-0.02468850207837605	-0.10745519144809094	-0.076144181248094	0.04711131207535824	-0.046265930431791946	0.23958725134223857	-0.11348363763428232	-0.0540157699126862	-0.04959474644131096	0.12851223907411902	-0.27371094716609984	0.4955720235816078	0.07504784947306338	-0.21164814851680655
13	-0.6891259503175217	0.4036083203197121	-0.8586060909158946	-1.4919154972791793	-1.1058372113447332	1.0353494878742924	-0.06285131294191311	0.23577399200337404	-0.14716266504174058	-0.07715737282630704	0.45429907856868107	0.0365673285941989	0.4386679945124971	-0.051290603619701114	0.4801743938101964	0.278450560022984	-0.14746525176496042	-0.029356944369788453	0.06142077112033069	-0.19415999000915202	-0.21370781330223565	0.3501217334405784	0.009722615000574341	-0.2009810236092375	0.44209802877032744
14	-0.5487668096919006	0.42000848684935876	-0.7217370315311782	-1.1195174326031783	-0.7199651303986853	0.33629657533437274	0.025325689718531004	0.22709289794615528	-0.21185047793566522	0.10089316606965695	-0.004550672728942007	0.046673366154951816	-0.2456503480658904	-0.07309240809199646	0.06232324435131192	-0.021388655005636928	0.042401871110481056	0.051332229287621635	0.008666510924463708	-0.18916369400454786	-0.18057532610261795	-0.14080072058084397	-0.10160419998968402	-0.041537670807857696	-0.16414346771593838
15	-0.389952943642431	0.25366422217528345	-0.4878960096612342	-0.6653031397377431	-0.39751668954696634	-0.3975084147847951	-0.026033710423827256	-0.09928650342400853	0.13528032937860465	0.052429821454121464	-0.1364485369170924	-0.08131300767492053	-0.12119631159299911	-0.08088044374227253	-0.17000186580944665	-0.14743606604664883	0.14434946599765514	0.08296674226494988	-0.07669576884217415	0.15192066892562237	0.11519253333083844	-0.4979453118737834	0.3560347347603158	0.0011088721304048324	-0.24605194092307855
16	-0.5289417461540934	0.3647426484645843	-0.666886801771121	-1.3020476891970756	-1.0765287087253261	0.1921895478278818	0.02858885385149279	-0.04046562235244762	0.014769313863203628	0.024722806763964614	0.05223402064792318	0.03980081400196361	0.01447838190005095	-0.10932774290207702	0.09129791119291593	-0.034409270403034715	0.2594759697851277	-0.40688714959370936	-0.09861870094083806	0.02668376381189383	0.32260121246366824	0.1702648450404058	0.44733493435824645	0.48473570891315965	-0.24201395783534635
17	-0.4964355416696562	0.43255618563432574	-0.7278729053061008	-1.0324479534496938	-0.9753568244111745	0.18314449920693	0.037630706065080934	0.07255543537324971	-0.06559247087225449	0.09203198993104897	-0.009698850934168165	0.08549576910755717	-0.17301104127209468	0.007402132839211642	0.027806192996352647	0.007880133861101033	0.036004668490262966	0.02012756821227533	-0.0029588742533977973	-0.2379786787503657	-0.19764603804098135	-0.20823641625216438	-0.05620459653297708	0.03352331404738508	-0.23340779927567987
18	-0.575753513168817	0.4740629938645534	-0.8582538059941635	-1.5316640231192085	-0.9539608995999929	0.27604688395692895	0.045489694903151946	-0.2589637669385228	0.29734023448959795	0.043052033507179475	-0.1648450300979769	-0.012712005823658595	-0.10409517993233743	-0.11638750975369953	-0.42704793438752814	-0.2730047383200641	0.3245225813883535	0.22438498897442433	-0.04100211069192053	0.3858105811923414	0.2034501569964697	-0.345653631862813	0.5292559292381209	-0.1784766609837691	-0.04617305078502998
19	-0.5569845295125588	0.4261738201033632	-0.7800403866761096	-1.1266624668085838	-0.6786548242869911	0.38708679998696227	0.06463845364784018	0.11458407698656636	-0.10075494962325043	0.039255741250065326	-0.04796761340354133	0.09166429963071906	-0.1919580529665976	0.028954182475436498	0.09582600180551053	-0.03421806979681144	0.07510900368081841	0.035365831009903405	-0.02111704423220312	-0.23973000160725413	-0.2464341105018944	-0.2068063828415022	-0.09451809050766925	0.052890656112223634	-0.26816564875084453
20	-0.516133077898494	0.4266153361157618	-0.7622154692048193	-1.0649070282512094	-0.9570612508040139	0.1718275531315154	0.0003480258116586115	-0.04438107505695798	0.06168323541352538	0.04091580609545329	-0.030434090659652194	0.08185757939666914	-0.2507244277636273	0.019626937053878774	0.1430585951470873	-0.021463679744424185	0.04161346290608126	-0.11413196784841914	0.01811414096099262	-0.14562781019095064	-0.11276439556944781	-0.10528566778958119	-0.15055078828121707	0.07330480672413829	-0.23527128493418908
21	-0.4243460092392675	0.19322728175530393	-0.4059343491863951	-0.541991662624682	-0.3082624834023531	-0.20723645826229575	0.003790807554556776	0.08360704830849658	-0.12061677602746913	0.004933081907307435	0.035073360138027226	-0.02512068664593568	0.1281004820586046	-0.10479468440893222	0.08501087932383605	0.07240387312760337	0.10621005693389063	-0.26843331580195634	-0.1106467689549691	-0.18210734823045077	0.07168025668648417	-0.025153303182023714	0.27419053512294533	0.4949382870687219	-0.21737735038407555
22	-0.5211176823776951	0.4367749009134085	-0.7729154360806672	-1.2027751823409858	-1.140975020393504	0.28520055752504814	0.04725566337024423	0.15438935203682938	-0.15538964622456333	0.049574224094858774	-0.017186181143919295	0.0797366608957481	-0.19893375352658718	-0.007067887851944327	0.059189715236452056	-0.0007671726251053078	0.02051670954574981	-0.009172184191058006	0.015390594206827373	-0.14860664399877416	-0.153794582320282	-0.09651194284715643	-0.11899376483121653	0.00714647490797664	-0.16936583821502293
23	-0.43262344076379367	0.30004698822028963	-0.5623789751693292	-0.8833168005666502	-0.6291000236166323	-0.08433230290610072	0.01096773095533752	0.15928193712529598	-0.14164500352029366	0.004444773619866303	-0.025995741042967997	-0.011245931449055209	-0.0998029958717298	-0.07455623185963119	0.03467113187816592	-0.030301955608461238	0.2255425218233188	-0.10718304083265327	-0.03396295266875139	0.008407448469666411	0.21172858836286612	-0.1858151350853137	0.521423624765918	0.025507167112134337	-0.07377668764614694
24	-0.08763098010943911	0.47518000681918726	-0.741836387148603	-1.1949764509926482	-0.8537388162482413	0.7345484796354504	-0.11765511104471568	0.06351716409730601	0.11084770614625458	0.0008657012077416485	-0.10036170645129747	0.026028366309328855	-0.22332068666691218	-0.0500185204826957	-0.19625531181156747	0.008246180962603319	-0.011218005194844413	0.2466182196073259	0.033609109828148694	0.006999071092745742	-0.26696192055133944	0.1118880232383781	-0.43210105880921057	-0.05289473056360027	0.18776600133392543
25	-0.6224940510652001	0.576218278016527	-1.0890324305375096	-1.684321883523063	-1.3824632650314357	1.1282680552663793	0.024604901142807778	0.3227813241031949	-0.41764552596927235	-0.01994276323448052	0.06730335111443522	0.24183798517891444	-0.035339592916290276	-0.08781180164798816	-0.15848352118127426	0.2762418871328647	0.07283480279649433	0.16346668620559102	0.14829438242180845	-0.052832561651160986	-0.08520082489076194	0.432351433801223	-0.05519576362495115	0.0020351375308107194	0.35659641030388045
26	-0.3940552927509883	0.2502104320500175	-0.47401232603232096	-0.4987565403367159	-0.4397859848087596	-0.23033687303560238	0.00814068870884499	0.19836879295789173	-0.20415924966651486	0.039063006952865784	-0.03920218493270547	0.0029705267065743336	-0.1594487086310174	0.009167740662182261	0.1725797178287184	0.0696268085685475	-0.12061510666219875	-0.03935717494372795	-0.012420637788815194	-0.288636560929262	-0.2433643287375653	-0.18254823998853664	-0.2872915510563744	0.0617502558913871	-0.2121610433807766
27	-0.5381854818938023	0.46825728254256066	-0.826075152552329	-1.2951578911869963	-1.280057363765771	0.4098355740788966	0.030933798768150625	0.1843831582068301	-0.20940153186991772	0.05514399411510773	-0.0069917142289132395	0.09084136875950555	-0.17813547215522646	-0.030335993538991714	0.021831910758630703	0.01997488966177872	0.036305571845580295	0.038369675256050145	0.013529743433520026	-0.11655053772274795	-0.1440738382232066	-0.06917821568571735	-0.08371254783961984	-0.009565355151155289	-0.10608894574425014
28	-0.39363811282055206	0.20100346420253412	-0.3752115874834563	-0.6346870468064466	0.016612689287230552	-0.268890562189041	-0.004093666786661662	0.24762836663448742	-0.22854677304204127	0.03990023428748322	-0.03270702761362018	-0.046546858901717295	-0.10192355951295515	-0.08730009275461417	0.07967346192343351	-0.03176265594974337	0.16602351401284143	-0.09410284131197562	-0.0535414181398617	-0.05394901925358689	0.1715660623168422	-0.21720823390977484	0.3590746532677958	0.037598050579132666	-0.12438872106955622
29	-0.46294229149608485	0.3668811540409788	-0.626710370947329	-1.1387630207924697	-0.6890283896044271	0.2592196870264357	0.04232198461628577	0.10227138018183887	-0.09846387891252235	0.009396242099446435	0.017829660536093986	0.060284380993614925	-0.03921882534516604	-0.04957476381363966	-0.06029242389805157	-0.07989840606079032	0.2793457328983088	-0.06603132832590343	-0.0004089743174857703	0.21532659105863622	0.3034004003732324	0.12066290439526586	0.402803280123494	0.05289660148293929	0.09953170446359952
30	-0.34697468750736027	0.19864991777219074	-0.3673324912148131	-0.537828153311368	-0.2909691581969269	-0.4179478778957478	-0.005974472357204195	0.15342949190989005	-0.14931001483039563	0.020426968833795283	-0.026920757938889466	-0.03515688361722915	-0.08078504267390761	-0.06774147723313306	0.09509383845606828	-0.012681850057350045	0.1578167503596802	-0.1486272373302481	-0.06486577631384444	-0.060305008131788775	0.1489331257772645	-0.2507461250844365	0.37733689357611655	0.09625331948622623	-0.19274810705194792
31	-0.5918261661820515	0.511576427978379	-0.915427511989588	-1.5185309492982337	-1.0804548729810384	0.7187258869867769	0.047729953756807025	0.299644895803156	-0.324432352529938	0.03263125876856085	0.046930004800379836	0.12649323245571484	-0.14398688024883216	-0.016212775727650522	0.07053566844203431	0.02637753313829139	0.054784634938936136	0.04863931594945797	0.022621922310577674	-0.08304388524048395	-0.12895544806435724	0.06655685707190316	-0.11975729408207116	-0.03680592694885386	0.025427335110134886
32	-0.34697468750736027	0.19864991777219074	-0.3673324912148131	-0.537828153311368	-0.2909691581969269	-0.4179478778957478	-0.005974472357204198	0.15342949190989005	-0.14931001483039563	0.020426968833795234	-0.02692075793888947	-0.03515688361722927	-0.08078504267390749	-0.06774147723313302	0.09509383845606839	-0.012681850057349715	0.15781675035967996	-0.14862723733024844	-0.06486577631384394	-0.06030500813178829	0.14893312577726397	-0.2507461250844407	0.37733689357611666	0.0962533194862247	-0.19274810705194714
33	-0.6063074874301377	0.46754426521529296	-0.8764818030261846	-0.8352363317329302	-1.1253143813949882	0.34334870212514895	0.0038374314179116164	0.204777297611577	-0.20698093745457338	0.0873744438236273	-0.0009128168883429326	0.0866574588775561	0.0574813111279635	-0.17060353941810932	-0.15552077763013292	-0.1790030739012521	0.6015387376213327	-0.06427848401335927	0.052588922508948005	-0.27417420538124654	-0.11300809998509935	-0.06005147847340844	-0.3555316610501308	0.05003576481917422	-0.14515654590595106
34	-0.47799671894599555	0.23566626672118282	-0.4808064689606707	-0.7580432016330897	1.2414293158440528	0.40630605435410044	0.04445836716895858	0.3592982351101662	-0.3456228304969323	-0.017266206201102127	0.024358966061018603	0.03404573234425113	-0.014459390829179642	0.031694524125397375	0.16866729927973195	-0.029335225503990658	0.02853699601054171	0.044598828974155576	-0.012608452830317127	0.04071424797017559	0.004025602942569149	0.10096326602118608	-0.06918079357106463	-0.07480851037911775	0.19427146181529834
35	-0.4339874216307832	0.34575839185620505	-0.5872711475730699	-0.7438318054377728	-0.6546557068282108	-0.04850061952891919	0.045051508565771954	-0.008329114289632603	-0.048924379858083095	-0.026055815858750095	-0.01115495840406649	0.017385291562669637	-0.2640565788672992	0.04464583479312752	0.2007713795891819	0.01313513411084197	-0.035736916376822164	-0.14211366891441826	-0.026739586410552647	-0.22498688200891845	-0.10962312242470129	-0.17086502141539764	-0.21549221239436295	0.0595523380027471	-0.3529791926491083
36	-0.5306641419412864	0.4201582701483218	-0.7443875800811091	-1.3535528530337309	-0.4894978884348665	0.1316388558880191	0.024855183429843372	-0.19551600274896275	0.20172549420272556	0.056777765761864205	-0.14182675500964997	-0.004564011658229854	-0.11895651296027263	-0.11106373475770773	-0.3586088098573842	-0.26316266552163414	0.27451323181740417	0.1939197261010292	-0.09082256415409405	0.3503614175106801	0.218899284119264	-0.4123902662456875	0.42813524389927826	-0.00929887467103343	-0.34994084328181785
37	-0.5083525145837644	0.3932001893261437	-0.6750728998896023	-1.3055822732112878	-0.5534402521884038	0.31337100465135814	-0.006266405712985734	0.1275189002424408	-0.1334262964458564	0.014089943305082158	-0.0006477287174188132	0.051246269155931744	-0.09030643752773099	-0.06606103709225462	-0.016325921049537936	-0.08342430642608317	0.36817064936016897	-0.059296463635052456	-0.04276329404121848	0.17959775555772006	0.29871128183495127	-0.26346551898851506	0.5319847167752325	0.006808848063351142	-0.22468149016431108
38	-0.39866310298029334	0.9192828043753704	-0.6174580095161788	-1.4257822322533806	-1.360532501194559	0.7365881154705057	-0.20892420119639865	0.10465558704402826	0.12468750499212644	0.1410821146142122	0.057881011040962306	-0.09155178819762892	-0.10236430447720773	-0.13113137200167116	0.027388604030084952	0.17682123732937352	0.047734010190392015	-0.038472276674055644	0.07818830846116513	-0.33854914912008566	-0.21597199820920143	0.7397321130444419	-0.20423080836722673	0.11951200537715428	0.15463155210947946
39	-0.3940552927509883	0.2502104320500175	-0.47401232603232096	-0.4987565403367159	-0.43978598480875963	-0.23033687303560238	0.008140688708845005	0.19836879295789173	-0.2041592496665148	0.03906300695286588	-0.03920218493270461	0.0029705267065745513	-0.15944870863101768	0.009167740662181845	0.1725797178287184	0.0696268085685449	-0.1206151066621971	-0.039357174943729825	-0.012420637788818002	-0.28863656092926687	-0.24336432873756444	-0.18254823998852948	-0.2872915510563803	0.06175025589139039	-0.2121610433807756
40	-1.0658238266868882	0.4314455429107773	-1.067494255147076	-1.2670932854535546	-1.2194891297590036	1.4619132933115335	-0.03299155877362246	0.20891668467648514	-0.14488184630889606	0.08046705069143081	0.04482023556761517	0.038626697203742705	0.31553355795520777	-0.23249491383228954	-0.44759979728844945	-0.17741774168872762	-0.2127545357277935	0.008196844380836274	-0.147834100105884	0.3307209421500965	-0.12601931768858154	0.18886859775060472	-0.28465994967195024	0.3634522260981328	0.19885016398853253
41	-0.3878322364993679	0.26706296558049	-0.46124143027937675	-0.4979051746005088	-0.4424390613724849	-0.21380555304076163	0.00952492775230204	0.20427558926016545	-0.19214386854393858	0.08238174623446491	-0.024020756878389813	0.0031139191508520697	-0.1588539388288755	0.015040468921828995	0.17191815138292518	0.08451162443562542	-0.12710189174290965	-0.030418091322703983	-0.018080156003543086	-0.3028066424453144	-0.22624831875214912	-0.21564318280002426	-0.28965227573738295	0.07788290108208809	-0.21192149165789748
42	-0.5874549728466208	0.4535924942183259	-0.8449812462577293	-0.742351927482532	-1.0848806560448743	0.2713517735093213	-0.0008121740599403785	0.21272927059668792	-0.2204888015656205	0.09249969095558817	0.001600857523608285	0.09356981344754516	-0.06393933648546672	-0.15277778987174742	-0.09420728952523744	-0.20323352250304563	0.6295062437480468	-0.12434568040128745	0.04219188451658288	-0.24149534229856784	-0.05975408104959855	-0.2132631828306575	-0.31279067005793737	0.04025616396497642	-0.27439892991494197
43	-0.5055473490162059	0.3895860997532104	-0.7095637775885703	-1.2658006628706935	-0.6633297748431833	0.10922897783091742	0.02618016679427779	-0.08385086290586521	0.07971316382941016	0.03434978270047605	-0.11890877455386056	0.038834568820180375	-0.2217981702179805	-0.055704556645430274	-0.1924718679986142	-0.20402695183974628	0.3014079730048392	0.08222183344865994	-0.06429226198667821	0.2401798674792153	0.17804457631738038	-0.4318991299776721	0.4355078191904158	-0.0939794435333681	-0.19064477267455657
44	-0.523169880146417	0.4219885653926599	-0.743862927268939	-1.073933897554116	-0.8024458087204325	0.2755060257070093	0.04592904787481353	0.13371481155742068	-0.14698842823105024	0.038519451348127495	-0.031137881951191118	0.09087774867707736	-0.2185721118583701	0.015606134651711614	0.09120241255530775	-0.014145812614775983	0.06443644702234884	0.015982056494143047	0.007178311991585572	-0.1804314439346754	-0.16706897712328944	-0.13608846785966194	-0.08407125516159789	0.03721577761949484	-0.2339634413368853
45	-0.4831223062354851	0.37157355696119515	-0.6945963547700816	-1.229583825565272	-1.0464501523910215	0.16687948091030458	0.009806619380264184	0.09008114156896313	-0.13890035086213692	0.009989238118330076	-0.021719190667100964	-0.005967328009050172	0.026991844908044998	0.030913373586610112	-0.11036201789952259	0.04057456800260857	0.2672239950338575	-0.1405080465423879	0.023389147350966533	-0.07365241720474149	0.22228312260175662	-0.07249660577784586	0.6088825425638571	-0.023140852712550987	0.07364212937770603
46	-0.4254687270716907	0.32446635248142536	-0.5982513427263243	-0.7240225305961544	-0.6541295951392635	-0.03203540184921947	-0.056267560512859305	0.019776600343335643	-0.0314566888142512	-0.056152954373481015	-0.002593226383437859	0.03109929611190518	-0.262422908056692	0.06757839338611066	0.2000876961886888	-0.01124003465712366	-0.04655168635322972	-0.15046928444741006	-0.07669962497925142	-0.23872162280570644	-0.1291185698088211	-0.1909942010290244	-0.2027620822176727	0.030284946545862283	-0.3170935653568823
47	-0.5446361157229263	0.4636597735747317	-0.8132473981867125	-1.4824988864369093	-1.0825951574892683	0.2603032372796253	0.03772553700221716	-0.1108692112988613	0.10523103176596044	0.025412459447045385	-0.07748899621947297	-0.005394144657040698	-0.10326140063839538	-0.09819559714514119	-0.20783523572727788	-0.17982042416768185	0.29190198871465006	0.035802519227822044	-0.06611175914343974	0.21633891280892628	0.2577899933423145	-0.2620899874550028	0.432149673718138	-0.042374174705533715	-0.05787896467112961
48	-0.5266185127953443	0.4185346496551952	-0.8091030941757065	-1.2133117219125535	-0.9416395547610265	0.1944177438328022	0.002716124416092848	-0.13975679776290462	0.1909883488765446	0.047625024266056186	-0.020324185360737993	0.0003744967227942044	-0.3034804612774602	-0.08839725322587359	0.0767357281294486	-0.09903292519320536	0.23673519539478258	-0.12617077982744995	-0.10108156524053495	0.18511363070514097	0.2605645269448578	-0.23393824774414576	0.3334155191748539	-0.039948820574908075	0.045879204192473565
49	-0.3163500461469384	0.7104067679761744	-0.3986733478942513	-1.1290446702400203	-0.84267037580478	0.24806115951505542	0.01669907684788753	-0.06979737603721742	0.011528275124321747	0.04418987251083508	0.05437428944883699	0.13345992154053404	-0.2179911098108214	-0.12703608176138062	0.17460239594866642	-0.02259014441506918	0.30787647697511783	-0.19907746127879444	-0.07947920134435828	0.03936350056232699	0.3209097643317455	0.03571850195242152	0.3921948832125213	0.01142640432692744	-0.06685816250292424
50	-0.5752496626975233	0.43529995113656844	-0.807722055445982	-0.6783004909033863	-0.9506653906682663	0.28975325863925605	0.0023806671754079494	0.27364496324064463	-0.2774812203692395	0.07567942353940472	0.02236979606842876	0.09171944213842925	-0.040393898327359866	-0.1431041277715692	-0.035121325415667946	-0.1616735437230062	0.5835907981500964	-0.15484103963763607	0.055685582417303134	-0.2798554014092784	-0.053276488535224	-0.09272353607347657	-0.40375374643359124	0.05541162891842427	-0.15097451661479008
51	-0.2918441952669047	0.13740270785552272	-0.2430086339140462	-0.26876154496426957	0.01412090376254219	-0.5348859301501456	-0.0048406249612830375	0.08380635570274308	-0.0743067455618532	-0.0007836625089859573	-0.024570566977751992	-0.050458659301943855	-0.00928188350412965	-0.03083374741388742	0.0719904341060511	-0.012885806936164172	0.08740075770530215	-0.11073293611397678	-0.05645479716216259	-0.002244824663164436	0.14588360050269222	-0.15978650152928198	0.2799170743118334	0.07765161714461045	-0.09177384077687589
52	-0.5224197884451233	0.4172545272532003	-0.741101906298384	-1.31164904039141	-0.5363388275194478	0.17164446916840512	0.04165285117367677	-0.1315996300381686	0.10886625219538947	0.03446443293312678	-0.09031512836336232	0.028061391537534272	-0.17749690522897082	-0.06833669880272397	-0.1564218395438457	-0.23371978767359924	0.27660182028703156	0.08030855128327792	-0.12488557370299003	0.27144697236337684	0.23798467048869604	-0.412587208430337	0.44004428727401657	0.0029820974956555092	-0.3001408036655571
53	-0.34697468750736027	0.19864991777219074	-0.3673324912148131	-0.537828153311368	-0.2909691581969269	-0.4179478778957478	-0.005974472357204196	0.15342949190989005	-0.14931001483039563	0.020426968833795286	-0.026920757938889463	-0.035156883617229136	-0.0807850426739076	-0.06774147723313306	0.09509383845606828	-0.012681850057350048	0.1578167503596803	-0.14862723733024827	-0.06486577631384453	-0.06030500813178883	0.14893312577726456	-0.2507461250844379	0.3773368935761165	0.09625331948622612	-0.19274810705194745
54	-0.5428475004323438	0.16763549601930175	-0.3926530201214042	-0.5541883988012909	-0.4561725310220622	0.05866033123958513	0.03107718291637993	0.10485045951600398	-0.10812905978182197	0.03390805079700159	0.2952600812837797	0.0735123302287825	-0.0215968286742171	-0.2071649204046385	0.5017599256828963	0.12032064243794567	-0.1263739296287298	0.0357287671029873	-0.15377602876677773	-0.20842008228220257	-0.4010697414130696	-0.18329288315202427	-0.32711836533750716	0.07883026254325573	0.2019431887241295
55	-0.6099647561977284	0.5323073326787514	-0.9759610623639509	-1.4480990957636337	-1.237765777539405	0.6582375925903218	0.08257470360905601	0.03538324408127363	-0.00023753276520791539	0.017429349511390965	0.055504326990934	0.11339298311440578	-0.26169941509399625	0.047271460084519594	0.2453880729563249	0.05468478091698642	-0.017277371886237874	-0.13763498090164678	0.01335031025706589	-0.1787960963904483	-0.07962808327796227	0.1991978876329876	-0.22685420812871776	-0.01263152174668459	0.13818163423180982
56	-0.6902973519131521	0.6106098193453932	-1.1782684439661821	-1.4400154777453098	-1.2616233030678554	1.060798744328659	-0.14175342918033232	0.3249349229056372	-0.2702378725924286	-0.08987227204553175	0.04491863814463009	-0.1118627308766156	0.5240399444353835	-0.035985255251685076	-0.2980597468627053	-0.14999268029779897	0.07381783900282113	-0.13609554902110868	-0.03931495546055284	0.6277676260334457	0.5723997304163173	0.5657577821113219	0.4864024206255123	-0.2771306638660431	0.42679366795905244
